date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform,orders,new_orders,new_customers,total_revenue,gross_profit,cogs,roas,cpc,ctr,total_daily_spend,cac
2025-08-21,ASC,CA,Facebook - Prospecting - C08,172227,2458,2259.42,5947.33,Facebook,2530,1303,1329,205032.67,102612.53,102420.14,2.632237476874596,0.9192107404393817,1.4271862135437532,37202.99,27.993220466516178
2025-08-22,ASC,CA,Facebook - Prospecting - C08,151649,2290,978.77,2573.11,Facebook,2168,668,645,215178.34,113944.49,101233.85,2.6289220143649685,0.427410480349345,1.5100660076888077,36421.65,56.46767441860465
2025-08-23,ASC,CA,Facebook - Prospecting - C08,165620,2387,2046.26,5829.61,Facebook,3550,1568,1548,320310.11,188007.73,132302.38,2.848909718217626,0.8572517804775869,1.441251056635672,47025.4,30.378165374677003
2025-08-24,ASC,CA,Facebook - Prospecting - C08,186210,2820,2200.1,6132.53,Facebook,2523,1256,1178,258953.2,128419.08,130534.12,2.787386936957411,0.780177304964539,1.5144192041243758,45731.2,38.821052631578944
2025-08-25,ASC,CA,Facebook - Prospecting - C08,137118,1875,987.77,2761.12,Facebook,3242,1491,1514,268195.98,149466.13,118729.85,2.7953065997145083,0.5268106666666666,1.3674353476567627,40112.1,26.494121532364595
2025-08-26,ASC,CA,Facebook - Prospecting - C08,211336,3099,1626.35,5245.12,Facebook,3386,1325,1290,295071.75,179926.24,115145.51,3.225086850923848,0.5247983220393675,1.466385282204641,44026.42,34.12900775193798
2025-08-27,ASC,CA,Facebook - Prospecting - C08,135835,1903,764.07,1939.15,Facebook,2601,1214,1136,216104.95,113084.41,103020.54,2.537921918148861,0.4015081450341566,1.4009644053447197,39037.91,34.3643573943662
2025-08-28,ASC,CA,Facebook - Prospecting - C08,99199,1468,1223.24,3688.43,Facebook,3236,1724,1652,247519.4,145793.47,101725.93,3.015295444884078,0.8332697547683924,1.4798536275567293,47938.44,29.018426150121066
2025-08-29,ASC,CA,Facebook - Prospecting - C08,121552,1752,970.62,2955.36,Facebook,3154,1088,1040,226107.82,117891.11,108216.71,3.0448167150893246,0.5540068493150685,1.4413584309595893,35822.76,34.44496153846154
2025-08-30,ASC,CA,Facebook - Prospecting - C08,268600,4421,2274.62,6728.45,Facebook,3000,1426,1353,305078.01,175947.47,129130.54,2.9580545321855958,0.514503505994119,1.6459419210722261,44135.82,32.62070953436807
2025-08-31,ASC,CA,Facebook - Prospecting - C08,169501,2463,2095.79,5272.14,Facebook,2395,1079,1038,238354.78,114496.24,123858.54,2.515586008140129,0.8509094600081202,1.4530887723376262,45334.08,43.67445086705202
2025-09-01,ASC,CA,Facebook - Prospecting - C08,116495,1920,905.2,2243.08,Facebook,3757,1322,1316,296533.91,172492.17,124041.74,2.4779938135218735,0.47145833333333337,1.6481394051246834,44880.4,34.103647416413374
2025-09-02,ASC,CA,Facebook - Prospecting - C08,208362,3205,2984.39,7366.02,Facebook,2619,1273,1283,287607.96,152559.86,135048.1,2.46818277772007,0.931166926677067,1.538188345283689,49675.81,38.71848012470772
2025-09-03,ASC,CA,Facebook - Prospecting - C08,147377,2411,863.52,2174.14,Facebook,3681,1452,1383,303803.33,162377.28,141426.05,2.517764498795627,0.35815844048112816,1.6359404791792476,51907.81,37.532762111352135
2025-09-04,ASC,CA,Facebook - Prospecting - C08,267068,3625,2937.76,7031.19,Facebook,2756,1383,1361,282378.04,158394.37,123983.67,2.3933847557322583,0.810416551724138,1.3573322150164002,46952.44,34.49848640705364
2025-09-05,ASC,CA,Facebook - Prospecting - C08,197061,3104,1724.32,4264.34,Facebook,2640,908,863,221288.67,122521.82,98766.85,2.4730560452816186,0.5555154639175257,1.5751467819609157,42935.99,49.75201622247972
2025-09-06,ASC,CA,Facebook - Prospecting - C08,209252,2833,3139.13,7238.82,Facebook,3845,1440,1411,332048.9,199746.55,132302.35,2.3059956102486994,1.1080585951288386,1.3538699749584233,51853.1,36.74918497519489
2025-09-07,ASC,CA,Facebook - Prospecting - C08,102502,1579,1042.31,2720.42,Facebook,5009,2491,2339,376324.45,183087.68,193236.77,2.6099912693920237,0.6601076630778974,1.5404577471659089,54280.65,23.206776400171012
2025-09-08,ASC,CA,Facebook - Prospecting - C08,245563,3461,1578.82,4116.93,Facebook,2751,919,907,298644.18,146421.48,152222.7,2.607599346347272,0.45617451603582776,1.4094142847253048,49478.51,54.551830209481814
2025-09-09,ASC,CA,Facebook - Prospecting - C08,241289,3859,3166.5,10445.35,Facebook,4410,2027,1974,312940.13,151560.16,161379.97,3.298705195010264,0.8205493651204976,1.59932694818247,52270.93,26.47970111448835
2025-09-10,ASC,CA,Facebook - Prospecting - C08,247503,3702,2607.96,6162.88,Facebook,2649,946,890,235893.29,141579.4,94313.89,2.3631037285847944,0.7044732576985413,1.4957394455824777,41299.16,46.40355056179776
2025-09-11,ASC,CA,Facebook - Prospecting - C08,116566,1845,1452.68,4264.95,Facebook,2545,1382,1407,266395.31,133847.87,132547.44,2.9359184403998126,0.787360433604336,1.582794296793233,44007.87,31.277803837953094
2025-09-12,ASC,CA,Facebook - Prospecting - C08,176687,2569,1348.35,3476.93,Facebook,2624,966,894,263461.73,146803.98,116657.75,2.5786553936292504,0.5248540288049824,1.4539835981141793,45575.9,50.97975391498882
2025-05-16,Prospecting,CA,Facebook - Prospecting - C09,126087,1526,1557.18,3436.98,Facebook,2452,987,989,238010.95,124434.71,113576.24,2.2071822140022346,1.02043250327654,1.2102754447326054,40107.26,40.55334681496461
2025-05-17,Prospecting,CA,Facebook - Prospecting - C09,313073,3555,3619.96,8472.66,Facebook,2173,772,761,224086.4,126119.02,97967.38,2.340539674471541,1.0182728551336147,1.1355179143522438,41682.96,54.77392904073587
2025-05-18,Prospecting,CA,Facebook - Prospecting - C09,222080,2661,1875.65,4553.26,Facebook,2749,1275,1192,226582.57,128282.08,98300.49,2.4275637778903314,0.7048665915069523,1.1982168587896254,42959.17,36.03957214765101
2025-05-19,Prospecting,CA,Facebook - Prospecting - C09,310877,3603,2549.62,6257.57,Facebook,2060,1012,960,203540.86,100212.05,103328.81,2.454314760630996,0.7076380793782958,1.158979274761401,39938.04,41.602125
2025-05-20,Prospecting,CA,Facebook - Prospecting - C09,198156,2571,2521.79,6238.82,Facebook,1791,910,908,188081.24,115962.11,72119.13,2.4739649217420956,0.9808595877090626,1.2974626052201297,33217.76,36.58343612334802
2025-05-21,Prospecting,CA,Facebook - Prospecting - C09,221379,2830,1819.01,4549.21,Facebook,2874,934,872,251286.55,123962.87,127323.68,2.5009263280575698,0.6427597173144877,1.278350701737744,42801.14,49.08387614678899
2025-05-22,Prospecting,CA,Facebook - Prospecting - C09,151139,1754,1186.76,2595.99,Facebook,1704,848,842,186182.97,99768.23,86414.74,2.1874599750581414,0.6766020524515394,1.1605211097069585,35114.58,41.70377672209026
2025-05-23,Prospecting,CA,Facebook - Prospecting - C09,107398,1359,1110.01,2555.0,Facebook,2745,1268,1177,243080.55,130791.92,112288.63,2.30178106503545,0.8167844002943341,1.265386692489618,38269.09,32.51409515717927
2025-05-24,Prospecting,CA,Facebook - Prospecting - C09,209983,2405,2905.94,6565.57,Facebook,3096,1097,1060,282268.06,174043.94,108224.12,2.259361858813327,1.2082910602910604,1.1453308124943449,47081.29,44.416311320754716
2025-05-25,Prospecting,CA,Facebook - Prospecting - C09,179089,2325,1995.69,5108.08,Facebook,2254,1023,1041,227809.53,114404.11,113405.42,2.559555842841323,0.8583612903225807,1.2982371893304445,38483.8,36.968107588856874
2025-05-26,Prospecting,CA,Facebook - Prospecting - C09,208895,2622,2858.9,6062.89,Facebook,3820,1330,1271,270095.08,159451.57,110643.51,2.1207072650320056,1.0903508771929824,1.2551760453816512,41851.42,32.92794649881983
2025-05-27,Prospecting,CA,Facebook - Prospecting - C09,112963,1411,1259.44,2772.62,Facebook,2138,1122,1142,208047.23,113217.2,94830.03,2.201470494823096,0.892586817859674,1.2490815576781777,37522.38,32.85672504378284
2025-05-28,Prospecting,CA,Facebook - Prospecting - C09,159480,1879,1880.51,4737.06,Facebook,2895,1326,1271,285303.34,142558.79,142744.55,2.5190294122339156,1.000803618946248,1.1782041635314773,46185.43,36.33786782061369
2025-05-29,Prospecting,CA,Facebook - Prospecting - C09,174286,2243,1316.96,3693.98,Facebook,3396,1580,1463,280842.28,166797.62,114044.66,2.8049295346859435,0.587142220240749,1.2869651033358962,44560.4,30.458236500341766
2025-05-30,Prospecting,CA,Facebook - Prospecting - C09,148918,1876,2027.59,4620.56,Facebook,3695,1364,1272,262078.97,152352.5,109726.47,2.2788433559052867,1.0808049040511727,1.259753689950174,46977.39,36.93191037735849
2025-05-31,Prospecting,CA,Facebook - Prospecting - C09,72274,931,740.05,1694.65,Facebook,2839,1143,1124,311053.4,191986.06,119067.34,2.2899128437267753,0.7948979591836735,1.2881534161662562,44786.52,39.84565836298932
2025-06-01,Prospecting,CA,Facebook - Prospecting - C09,114655,1330,1451.31,3424.24,Facebook,2571,1279,1226,255879.74,135261.16,120618.58,2.3594132197807496,1.0912105263157894,1.1600017443635253,45391.46,37.02402936378466
2025-06-02,Prospecting,CA,Facebook - Prospecting - C09,263067,3334,3448.96,9446.02,Facebook,3118,1242,1205,307232.77,148210.99,159021.78,2.7388024215995546,1.034481103779244,1.2673577453652491,46107.8,38.263734439834025
2025-06-03,Prospecting,CA,Facebook - Prospecting - C09,134058,1726,1526.4,3303.74,Facebook,3281,1413,1428,347768.64,210208.71,137559.93,2.164399895178197,0.8843568945538819,1.2875024243238002,51232.64,35.87719887955182
2025-06-04,Prospecting,CA,Facebook - Prospecting - C09,297374,3725,3717.38,8950.23,Facebook,3178,1486,1395,326038.67,187910.1,138128.57,2.407671532100565,0.9979543624161075,1.2526313665619726,46824.97,33.56628673835125
2025-06-05,Prospecting,CA,Facebook - Prospecting - C09,189732,2313,2862.84,6466.6,Facebook,3256,1347,1363,264534.4,140613.06,123921.34,2.258805940953738,1.2377172503242542,1.2190879767250649,47383.54,34.76415260454879
2025-06-06,Prospecting,CA,Facebook - Prospecting - C09,299396,3360,3677.26,10130.48,Facebook,2941,1080,1016,294622.51,150806.04,143816.47,2.75489902808069,1.0944226190476192,1.122259482424615,51800.26,50.98450787401575
2025-06-07,Prospecting,CA,Facebook - Prospecting - C09,93099,1042,795.6,2234.26,Facebook,3588,1642,1592,312361.94,183159.55,129202.39,2.8082704876822526,0.763531669865643,1.1192386599211592,44771.76,28.122964824120604
2025-06-08,Prospecting,CA,Facebook - Prospecting - C09,167100,2135,1463.54,3686.0,Facebook,2351,1166,1108,238539.55,123202.23,115337.32,2.518550910805308,0.6854988290398126,1.2776780371035308,46518.229999999996,41.983962093862814
2025-06-09,Prospecting,CA,Facebook - Prospecting - C09,131866,1632,1196.35,3002.29,Facebook,4688,1446,1416,332386.4,164252.25,168134.15,2.509541522129812,0.7330575980392157,1.2376200081901325,52683.01,37.20551553672316
2025-06-10,Prospecting,CA,Facebook - Prospecting - C09,179463,2295,1909.59,4825.7,Facebook,2844,1560,1491,279947.9,138358.0,141589.9,2.5270869663121402,0.8320653594771241,1.2788151318098997,40869.31,27.410670690811536
2025-06-11,Prospecting,CA,Facebook - Prospecting - C09,181154,2376,2271.06,5770.03,Facebook,2503,1115,1066,266579.13,134311.89,132267.24,2.5406770406770405,0.9558333333333333,1.311591242809985,51503.31,48.314549718574106
2025-06-12,Prospecting,CA,Facebook - Prospecting - C09,211735,2644,1809.89,5156.1,Facebook,3226,1409,1434,245632.45,122339.86,123292.59,2.8488471675074174,0.6845272314674735,1.248730724726663,44810.19,31.248389121338914
2025-06-13,Prospecting,CA,Facebook - Prospecting - C09,204871,2512,2889.43,6372.64,Facebook,3794,1442,1439,280759.18,173768.89,106990.29,2.20550073890006,1.150250796178344,1.226137423061341,50481.6,35.081028492008336
2025-06-14,Prospecting,CA,Facebook - Prospecting - C09,334825,3655,5095.5,13204.12,Facebook,2849,1407,1366,254952.68,125791.92,129160.76,2.591329604553037,1.3941176470588235,1.0916150227730905,46089.96,33.74081991215227
2025-06-15,Prospecting,CA,Facebook - Prospecting - C09,262142,2971,2056.28,5203.99,Facebook,3837,1909,1940,273449.33,154000.52,119448.81,2.530778882253389,0.6921171322786941,1.133355204431186,44597.090000000004,22.988190721649488
2025-06-16,Prospecting,CA,Facebook - Prospecting - C09,166520,1919,1543.85,3368.8,Facebook,3112,1406,1413,246546.12,146123.4,100422.72,2.1820772743466015,0.8045075560187597,1.152414124429498,41906.340000000004,29.657707006369428
2025-06-17,Prospecting,CA,Facebook - Prospecting - C09,246775,3046,2462.0,5724.93,Facebook,2754,828,796,268478.64,155613.89,112864.75,2.3253168155970756,0.8082731451083388,1.2343227636510992,42395.16,53.260251256281414
2025-06-18,Prospecting,CA,Facebook - Prospecting - C09,97314,1121,1245.31,3138.09,Facebook,2350,948,933,205892.84,111708.52,94184.32,2.519926765223117,1.110892060660125,1.1519411389933616,39650.9,42.498285101822084
2025-06-19,Prospecting,CA,Facebook - Prospecting - C09,121204,1349,1010.46,2544.02,Facebook,3329,1745,1642,252292.39,135610.52,116681.87,2.5176850147457595,0.7490437361008154,1.112999570971255,38218.23,23.275414129110843
2025-06-20,Prospecting,CA,Facebook - Prospecting - C09,224129,2548,2228.6,5538.95,Facebook,2352,1050,1029,238838.78,140053.87,98784.91,2.485394418020282,0.874646781789639,1.1368452989126798,38111.87,37.037774538386785
2025-06-21,Prospecting,CA,Facebook - Prospecting - C09,104767,1192,1041.26,2723.88,Facebook,2642,1314,1325,193739.26,101995.71,91743.55,2.6159460653439104,0.8735402684563758,1.1377628451707122,38409.59,28.98836981132075
2025-06-22,Prospecting,CA,Facebook - Prospecting - C09,105538,1383,868.16,2103.32,Facebook,2629,1324,1237,204623.63,110598.24,94025.39,2.422733136748987,0.6277368040491684,1.3104284712615362,39586.29,32.00185125303153
2025-06-23,Prospecting,CA,Facebook - Prospecting - C09,229935,2561,2135.26,5000.26,Facebook,2678,1088,1013,224725.49,124066.35,100659.14,2.3417569757312924,0.833760249902382,1.113793028464566,41134.66,40.606771964462
2025-06-24,Prospecting,CA,Facebook - Prospecting - C09,206425,2592,1290.99,2621.17,Facebook,2789,1036,1008,223036.6,118532.52,104504.08,2.030356548075508,0.4980671296296296,1.2556618626619838,37588.0,37.28968253968254
2025-06-25,Prospecting,CA,Facebook - Prospecting - C09,221502,2657,1584.09,4065.39,Facebook,2076,1068,1022,226634.34,120591.38,106042.96,2.566388273393557,0.5961949567181031,1.1995377016911812,38266.69,37.442945205479454
2025-06-26,Prospecting,CA,Facebook - Prospecting - C09,95078,1123,636.15,1321.99,Facebook,3659,1354,1292,258581.26,130668.26,127913.0,2.078110508527863,0.566473731077471,1.1811354887565997,39016.98,30.198900928792572
2025-06-27,Prospecting,CA,Facebook - Prospecting - C09,77247,958,611.99,1201.85,Facebook,2453,751,711,184223.58,108267.23,75956.35,1.963839278419582,0.6388204592901879,1.2401776120755499,36252.9,50.98860759493671
2025-06-28,Prospecting,CA,Facebook - Prospecting - C09,169617,1999,1547.44,4047.22,Facebook,3930,1849,1846,307475.24,149606.21,157869.03,2.6154293542883726,0.7741070535267635,1.1785375286675275,45059.86,24.409458288190685
2025-06-29,Prospecting,CA,Facebook - Prospecting - C09,110289,1343,817.66,1963.96,Facebook,2434,939,935,262293.26,154577.22,107716.04,2.401927451507962,0.6088309754281459,1.2177098350696807,42239.76,45.17621390374332
2025-06-30,Prospecting,CA,Facebook - Prospecting - C09,233748,2651,2418.2,6441.65,Facebook,3922,1709,1645,294637.56,153617.64,141019.92,2.6638201968406254,0.9121840814786872,1.1341273508222531,46959.11,28.54657142857143
2025-07-01,Prospecting,CA,Facebook - Prospecting - C09,197428,2571,2266.29,5026.22,Facebook,2691,1280,1253,260678.58,151234.85,109443.73,2.2178185492589213,0.8814819136522754,1.302246895070608,42098.21,33.59793296089386
2025-07-02,Prospecting,CA,Facebook - Prospecting - C09,173628,1980,2073.41,4850.19,Facebook,2185,1010,936,221373.06,110298.83,111074.23,2.3392334367057166,1.0471767676767676,1.1403690648973668,41694.88,44.545811965811964
2025-07-03,Prospecting,CA,Facebook - Prospecting - C09,89798,1113,1167.07,2925.99,Facebook,2425,1294,1301,245773.9,143543.71,102230.19,2.507124679753571,1.0485804132973944,1.2394485400565713,44573.31,34.26080707148347
2025-07-04,Prospecting,CA,Facebook - Prospecting - C09,84156,1100,1087.18,2588.16,Facebook,2863,1528,1508,309074.55,157364.9,151709.65,2.3806177449916293,0.9883454545454546,1.307096344883312,46890.12,31.09424403183024
2025-07-05,Prospecting,CA,Facebook - Prospecting - C09,259997,3302,2891.37,6961.81,Facebook,2401,1308,1281,255166.55,156650.22,98516.33,2.4077893870379787,0.8756420351302241,1.2700146540152386,46364.77,36.19419984387197
2025-07-06,Prospecting,CA,Facebook - Prospecting - C09,258974,2983,2153.19,4940.55,Facebook,2325,1037,992,250387.78,131988.5,118399.28,2.2945257966087524,0.7218203151190077,1.1518530817765489,48769.05,49.16234879032258
2025-07-07,Prospecting,CA,Facebook - Prospecting - C09,257433,3124,2740.06,7289.86,Facebook,3157,1067,1055,281358.54,144783.74,136574.8,2.6604745881477045,0.8770998719590268,1.213519634234927,52654.84,49.909800947867296
2025-07-08,Prospecting,CA,Facebook - Prospecting - C09,217147,2528,1577.34,3498.24,Facebook,4059,1859,1828,309158.9,162124.63,147034.27,2.217809730305451,0.6239477848101266,1.164188314828204,48011.62,26.264562363238515
2025-07-09,Prospecting,CA,Facebook - Prospecting - C09,145396,1693,1334.36,2988.75,Facebook,3405,1603,1558,309767.38,166259.78,143507.6,2.2398378248748467,0.7881630242173656,1.1644061734848277,55520.98,35.63605905006418
2025-07-10,Prospecting,CA,Facebook - Prospecting - C09,236606,2773,3046.9,7802.97,Facebook,3201,1142,1059,308905.09,154759.0,154146.09,2.5609537562768714,1.0987738910926794,1.1719905665959442,46183.35,43.61033994334277
2025-07-11,Prospecting,CA,Facebook - Prospecting - C09,145357,1706,1172.24,2890.58,Facebook,2721,1117,1096,287198.02,172144.23,115053.79,2.4658602333993036,0.6871277842907386,1.1736620871371863,46163.16,42.119671532846716
2025-07-12,Prospecting,CA,Facebook - Prospecting - C09,156567,1774,1262.21,3130.64,Facebook,2422,807,796,244765.7,125622.42,119143.28,2.480284580220407,0.7115050732807215,1.1330612453454432,45368.22,56.995251256281406
2025-07-13,Prospecting,CA,Facebook - Prospecting - C09,169201,1976,2130.98,4656.54,Facebook,2375,963,934,253761.23,131128.09,122633.14,2.1851636336333518,1.0784311740890689,1.1678417976253095,44672.29,47.82900428265525
2025-07-14,Prospecting,CA,Facebook - Prospecting - C09,104430,1265,1309.34,2925.99,Facebook,2387,852,868,258456.91,137153.92,121302.99,2.234706035101654,1.0350513833992094,1.2113377381978359,46806.56,53.92460829493087
2025-07-15,Prospecting,CA,Facebook - Prospecting - C09,142164,1861,1627.65,3387.26,Facebook,2597,1428,1354,222248.63,110293.62,111955.01,2.0810739409578227,0.8746104245029555,1.3090515179651672,42026.63,31.038870014771046
2025-07-16,Prospecting,CA,Facebook - Prospecting - C09,184039,2097,1916.97,5020.5,Facebook,3996,1865,1772,318631.49,168834.07,149797.42,2.6189768227984787,0.9141487839771102,1.1394324029145995,45814.35,25.854599322799096
2025-07-17,Prospecting,CA,Facebook - Prospecting - C09,192455,2299,1954.02,4363.54,Facebook,2645,892,871,210274.48,122505.97,87768.51,2.2331091800493343,0.849943453675511,1.1945649632381596,37734.46,43.32314580941446
2025-07-18,Prospecting,CA,Facebook - Prospecting - C09,97283,1196,875.71,2293.46,Facebook,2451,1336,1345,234358.56,122684.32,111674.24,2.6189720341208846,0.7321989966555185,1.2294028761448557,39277.59,29.20266914498141
2025-07-19,Prospecting,CA,Facebook - Prospecting - C09,294134,3394,2449.55,6244.72,Facebook,2282,772,786,208348.08,116790.05,91558.03,2.549333551060399,0.7217295226870949,1.1538958433911073,34412.770000000004,43.782150127226465
2025-07-20,Prospecting,CA,Facebook - Prospecting - C09,152325,1668,1287.97,3103.25,Facebook,3558,1611,1643,269928.31,160649.81,109278.5,2.409411709900075,0.7721642685851319,1.0950270802560316,36604.55,22.27909312233719
2025-07-21,Prospecting,CA,Facebook - Prospecting - C09,117980,1556,1311.17,2850.7,Facebook,2838,1160,1106,267155.65,148102.94,119052.71,2.174165058688042,0.8426542416452443,1.318867604678759,43222.36,39.07989150090416
2025-07-22,Prospecting,CA,Facebook - Prospecting - C09,237149,2748,1586.34,3269.59,Facebook,3003,1322,1276,214550.99,116024.2,98526.79,2.061090308508895,0.5772707423580786,1.1587651645168227,37818.79,29.63855015673981
2025-07-23,Prospecting,CA,Facebook - Prospecting - C09,242472,2863,1913.07,4215.84,Facebook,3858,1748,1741,284255.03,150056.99,134198.04,2.2037039941037184,0.6682046804051693,1.1807548912864165,48960.28,28.12192992533027
2025-07-24,Prospecting,CA,Facebook - Prospecting - C09,130464,1524,981.15,2210.14,Facebook,2103,696,709,214993.51,113319.63,101673.88,2.252601539010345,0.6437992125984252,1.1681383370125091,33869.28,47.77049365303244
2025-07-25,Prospecting,CA,Facebook - Prospecting - C09,230977,3002,1644.9,4628.29,Facebook,2797,1123,1076,291251.97,174849.58,116402.39,2.813721198857073,0.5479347101932046,1.299696506578577,41372.9,38.45065055762082
2025-07-26,Prospecting,CA,Facebook - Prospecting - C09,109417,1294,1103.5,2936.89,Facebook,2812,946,945,280697.62,148965.29,131732.33,2.6614318078840054,0.8527820710973725,1.1826315837575514,42468.380000000005,44.940084656084665
2025-07-27,Prospecting,CA,Facebook - Prospecting - C09,196311,2309,1875.66,4734.71,Facebook,2377,815,799,224499.08,117565.4,106933.68,2.5242901165456426,0.8123256821134691,1.176194915211068,43980.13,55.04396745932415
2025-07-28,Prospecting,CA,Facebook - Prospecting - C09,221424,2855,2290.09,6156.43,Facebook,2561,1095,1045,204053.06,108272.37,95780.69,2.6882917265260318,0.8021330998248687,1.2893814581978467,37630.299999999996,36.00985645933014
2025-07-29,Prospecting,CA,Facebook - Prospecting - C09,199566,2173,2366.52,6261.16,Facebook,3260,1035,993,254314.45,147428.24,106886.21,2.6457245237733042,1.089056603773585,1.0888628323461913,44248.48,44.56040281973817
2025-07-30,Prospecting,CA,Facebook - Prospecting - C09,128876,1690,1261.21,2825.21,Facebook,4266,1440,1451,343570.79,201524.77,142046.02,2.240078971781067,0.7462781065088757,1.3113380303547595,50580.5,34.85906271536871
2025-07-31,Prospecting,CA,Facebook - Prospecting - C09,84825,1002,534.08,1394.66,Facebook,3160,1347,1291,238995.46,141694.68,97300.78,2.611331635710006,0.5330139720558883,1.1812555260831124,43382.520000000004,33.60381099922541
2025-08-01,Prospecting,CA,Facebook - Prospecting - C09,241950,3095,2800.47,5863.87,Facebook,2938,1401,1301,239297.93,120148.75,119149.18,2.0938878116887523,0.9048368336025847,1.2791899152717505,44198.22,33.97249807840123
2025-08-02,Prospecting,CA,Facebook - Prospecting - C09,199295,2240,1409.45,3084.39,Facebook,3018,1570,1543,258875.51,148809.85,110065.66,2.1883642555606797,0.62921875,1.123961965929903,47389.65,30.712670123136746
2025-08-03,Prospecting,CA,Facebook - Prospecting - C09,231373,2844,2240.44,5104.57,Facebook,3702,1620,1554,340964.16,199409.58,141554.58,2.278378354251843,0.7877777777777778,1.22918404481076,49213.37,31.668835263835266
2025-08-04,Prospecting,CA,Facebook - Prospecting - C09,144233,1774,1690.14,3542.19,Facebook,2677,950,898,247384.79,144893.62,102491.17,2.095796797898399,0.952728297632469,1.2299543100400048,47178.85,52.537694877505565
2025-08-05,Prospecting,CA,Facebook - Prospecting - C09,161661,2015,1439.26,3205.01,Facebook,2524,1232,1145,255349.35,151364.66,103984.69,2.226845740172033,0.714272952853598,1.2464354420670416,47286.14,41.29793886462882
2025-08-06,Prospecting,CA,Facebook - Prospecting - C09,104373,1311,978.4,2516.41,Facebook,3054,1333,1240,286964.59,156208.01,130756.58,2.5719644317252657,0.7463005339435546,1.2560719726366014,43043.71,34.71266935483871
2025-08-07,Prospecting,CA,Facebook - Prospecting - C09,221674,2885,2319.32,5865.48,Facebook,3816,1271,1250,290615.11,166892.32,123722.79,2.52896538640636,0.8039237435008666,1.3014607035556718,46013.44,36.810752
2025-08-08,Prospecting,CA,Facebook - Prospecting - C09,289401,3150,2159.49,5268.95,Facebook,3322,1342,1305,300068.84,182338.19,117730.65,2.4399047923352275,0.6855523809523809,1.0884551193672447,47181.28,36.15423754789272
2025-08-09,Prospecting,CA,Facebook - Prospecting - C09,209339,2402,2297.53,6351.88,Facebook,3296,1789,1796,299669.71,178918.65,120751.06,2.764655956614277,0.9565070774354705,1.1474211685352467,48407.82,26.953129175946547
2025-08-10,Prospecting,CA,Facebook - Prospecting - C09,290959,3671,1821.23,3894.57,Facebook,3153,1588,1507,306997.73,169616.47,137381.26,2.1384284247459133,0.4961127758104059,1.2616897913451723,47270.89,31.367544790975447
2025-08-11,Prospecting,CA,Facebook - Prospecting - C09,133956,1450,1741.07,4618.33,Facebook,2309,1072,1019,252722.59,153870.3,98852.29,2.6525814585283762,1.2007379310344828,1.0824449819343667,48350.47,47.4489401373896
2025-08-12,Prospecting,CA,Facebook - Prospecting - C09,71287,802,622.96,1271.64,Facebook,2954,1318,1313,285009.86,143614.18,141395.68,2.04128675998459,0.7767581047381547,1.1250298090815998,41314.55,31.46576542269612
2025-08-13,Prospecting,CA,Facebook - Prospecting - C09,102768,1201,1023.92,2701.06,Facebook,2900,1238,1232,244095.73,145083.84,99011.89,2.637959996874756,0.8525562031640299,1.1686517203798847,42955.48,34.86646103896104
2025-08-14,Prospecting,CA,Facebook - Prospecting - C09,109758,1354,1475.23,3747.25,Facebook,2557,1363,1288,246950.21,121768.63,125181.58,2.5401123892545567,1.0895347119645495,1.2336230616447093,36275.32,28.164068322981365
2025-08-15,Prospecting,CA,Facebook - Prospecting - C09,140793,1670,2127.6,5528.92,Facebook,2017,894,859,204220.75,99324.09,104896.66,2.598665162624554,1.274011976047904,1.1861385154091468,35695.15,41.55430733410943
2025-08-16,Prospecting,CA,Facebook - Prospecting - C09,135984,1731,987.77,2706.04,Facebook,3486,1371,1304,287374.16,174824.52,112549.64,2.7395446308351135,0.5706354708261121,1.2729438757500882,48459.13,37.16190950920245
2025-08-17,Prospecting,CA,Facebook - Prospecting - C09,172165,2003,2200.94,5837.86,Facebook,3046,1172,1097,260207.76,157620.15,102587.61,2.652439412251129,1.0988217673489766,1.1634188133476606,49239.29,44.885405651777575
2025-08-18,Prospecting,CA,Facebook - Prospecting - C09,119236,1511,1787.98,4156.71,Facebook,2303,1243,1156,206556.83,121671.75,84885.08,2.324807883757089,1.1833090668431503,1.2672347277667817,36802.81,31.836340830449824
2025-08-19,Prospecting,CA,Facebook - Prospecting - C09,117354,1289,1014.27,2760.69,Facebook,2358,745,750,241960.59,144644.5,97316.09,2.721849211748351,0.7868657874321179,1.098386079724594,37654.91,50.20654666666667
2025-08-20,Prospecting,CA,Facebook - Prospecting - C09,102662,1271,666.42,1744.17,Facebook,3105,1069,1015,238645.09,127445.31,111199.78,2.61722337264788,0.5243273013375295,1.2380432876819076,39890.51,39.30099507389163
2025-08-21,Prospecting,CA,Facebook - Prospecting - C09,197244,2219,1582.88,3741.97,Facebook,2530,1303,1329,205032.67,102612.53,102420.14,2.364026331749722,0.7133303289770168,1.125002534931354,37202.99,27.993220466516178
2025-08-22,Prospecting,CA,Facebook - Prospecting - C09,119898,1502,1114.33,2980.69,Facebook,2168,668,645,215178.34,113944.49,101233.85,2.6748718961169495,0.7418974700399467,1.2527314884318337,36421.65,56.46767441860465
